,name,categories,lat,lng
2659,Van Gogh Coffee,Coffee Shop,47.6890059078203,-122.29020089129821
2660,Subway,Sandwich Place,47.682895603782185,-122.2909269373447
2661,Starbucks,Coffee Shop,47.682582,-122.289363
2662,Chase Bank,Bank,47.683463,-122.290183
2663,Safeway,Grocery Store,47.6826096,-122.2894321
2664,Wedgwood Broiler,Steakhouse,47.689218569711564,-122.29039674533793
2665,I <3 Bento,Japanese Restaurant,47.6831488383233,-122.29036618637706
2666,Redbox,Video Store,47.689632822344294,-122.29044821763097
2667,Thai of Wedgwood,Thai Restaurant,47.683741999999995,-122.290208
2668,Grand Central Bakery,Bakery,47.683139,-122.29064
2669,Chopsticks Cuisine,Chinese Restaurant,47.682705,-122.290695
2670,The Long Walk,Music Venue,47.688116,-122.282879
2671,Decatur/Thornton Creek Playfield,Playground,47.688210507751435,-122.28280998852335
2672,Tennis Center Sand Point,Tennis Court,47.681580794427255,-122.26037304158466
2673,Arena Sports - Magnuson,Gym,47.686864317360545,-122.26306809871953
2674,Magnuson Cafe & Brewery,New American Restaurant,47.688134594146725,-122.26480808990961
2675,Warren G. Magnuson Park,Park,47.680998829361336,-122.25848304392021
2676,Magnuson Small Dog Area,Dog Run,47.682111673061634,-122.25684939095478
2677,View Ridge Swim and Tennis Club,Pool,47.68440160252161,-122.26499559201879
2678,Magnuson Community Center Theater,Theater,47.682072,-122.26332
2679,Lil Kickers Magnuson,Soccer Field,47.68659041761931,-122.26326395160366
2680,Seattle Night Market,Floating Market,47.682484,-122.260562
2681,Arena Sports Fun Zone Inflatables,Playground,47.68671712034902,-122.26291483270172
2682,"Magnuson, Bldy 27",Gym / Fitness Center,47.68699256667461,-122.26305157791094
2683,Sail Sand Point,Harbor / Marina,47.68766904339973,-122.26441435140201
2684,Magnuson Rugby Field,Rugby Pitch,47.681335798766625,-122.25931574714193
2685,SPCC Tennis Courts,Tennis Court,47.687831002911174,-122.26953934386692
2686,Magnuson Dog Park Water Station,Dog Run,47.683074327462755,-122.25682154351405
2687,Magnuson Park Off-Leash Dog Park,Dog Run,47.68600416203646,-122.25426434476088
2688,SoundGarden,Sculpture Garden,47.68597961227045,-122.2542215564697
2689,Kite Hill,Park,47.68160065744511,-122.24863794726639
2690,The Fin Project,Sculpture Garden,47.68129505724594,-122.24694295558966
2691,Magnuson Park Amphitheater,Amphitheater,47.68281346660237,-122.25869199875969
2692,Magnuson Field 5,Soccer Field,47.68131530017436,-122.25786976574838
2693,Hot Revolution Mini Donuts,Food Truck,47.68201684895301,-122.26047068428082
2694,Ice Queen,Ice Cream Shop,47.68153964454277,-122.24723246384721
2695,Friends Forever,Pet Store,47.687221,-122.210283
2696,Zip Market,Deli / Bodega,47.68749062505404,-122.21024921674893
2697,Artesano Coffee Company,Coffee Shop,47.68766470507763,-122.21016741238675
2698,Turtle Park,Playground,47.681854595875286,-122.20758503022772
2699,DERU Market,Sandwich Place,47.68213071551905,-122.19416430993671
2700,Bertram Solutions,Business Service,47.68807,-122.20161
2701,Basement Espresso Bar,Coffee Shop,47.68465305620186,-122.19433513927918
2702,Salon Pecaoaro,Cosmetics Shop,47.68118475,-122.209606
2703,Kirkland Crossfit,Gym,47.68035161446436,-122.19018095614817
2704,Just Jill's Salon,Cosmetics Shop,47.688279,-122.18640089035034
2705,Spinney Homestead Park,Park,47.68812452459188,-122.18580051643714
2706,North Rose Hill Woodlands Park,Park,47.68749035663648,-122.17522249758692
2707,Abundance Love Corp,Lawyer,47.685003,-122.169031
2708,Flying Saucer Pizza,Pizza Place,47.683578,-122.144407
2709,Black Raven Brewing Company,Brewery,47.68564205299209,-122.1446034226532
2710,The PRO Sports Club,Gym,47.68879113929041,-122.1517260722081
2711,Digipen Institute Of Technology,University,47.68868744672248,-122.150406819044
2712,Now Make Me a Sandwich,Food Truck,47.68109120752244,-122.14482722171506
2713,Daily food truck,Food Truck,47.685649431443565,-122.14455828003624
2714,Arena Sports,Soccer Field,47.683890773403945,-122.14242350099242
2715,Eastside Gym,Gym,47.68605977425324,-122.1398206393418
2716,Aria Ballroom,Dance Studio,47.68624636663017,-122.13447872100163
2717,Vertical World,Climbing Gym,47.68748246109454,-122.14027793919502
2718,Willows Deli,Café,47.68621483593853,-122.14212967650252
2719,FM Sports,Baseball Field,47.683714,-122.140014
2720,Lil' Kickers,Gym,47.683833088436074,-122.1424129230461
2721,Keeney's Office Supply,Paper / Office Supplies Store,47.686312,-122.140476
2722,Serious About Fitness,Gym,47.68573904645669,-122.13711960596288
2723,Contract Furnishings Mart,Furniture / Home Store,47.686854,-122.14133500000001
2724,www.wholesale-backpacks.com,Gift Shop,47.68723678588867,-122.1413803100586
2725,Louies All American Hot Dogs,Food Truck,47.685749670864205,-122.13498018216991
2726,Washington Graphics Llc,Print Shop,47.68434,-122.13405
2727,Quest Factor Escape Rooms,Theme Park,47.68754196166992,-122.14386749267578
2728,i9 Basketball,Basketball Court,47.6891,-122.139862
2729,"United Volleyball Supply, LLC",Volleyball Court,47.68422788533661,-122.14777708053589
2730,Yummy Phở Vietnamese Restaurant,Vietnamese Restaurant,47.6815262809918,-122.12342255642787
2731,MOD Pizza,Pizza Place,47.68142976,-122.12295163
2732,JJ Mahoney's Irish Pub,Irish Pub,47.68166126447001,-122.1235237586856
2733,Coho Cafe,Seafood Restaurant,47.681989700871725,-122.12525174317422
2734,Racha Thai & Asian Kitchen,Thai Restaurant,47.681715450289765,-122.12356791099012
2735,Nike Park,Playground,47.683145000296584,-122.10929897935621
2736,Redmond Bike Park,Park,47.688525,-122.111433
2737,Reservoir Park,Park,47.685279846191406,-122.12242889404297
2738,Ashford Trail,Trail,47.682911,-122.100086
2739,Ashford park,Park,47.68350080293819,-122.10139351108168
2740,The Heights At Bear Creek Fitness Room,Gym,47.682159423828125,-122.10501861572266
2741,Appliance Repair Redmond WA,Home Service,47.68687137232568,-122.1006989479065
2742,Gym,Gym / Fitness Center,47.68660909617651,-122.09915192969905
2743,Sunset Gardens Park,Park,47.68767475264395,-122.09316539764832
2744,Evan's Creek Trail,Trail,47.684767942527856,-122.09339000577202
2745,Perrigo Playfields,Baseball Field,47.68315681606659,-122.08163540544484
2746,Perrigo Community Park,Other Great Outdoors,47.68292021050255,-122.08080073852085
2747,Perrigo Soccer Fieds,Soccer Field,47.68293235748827,-122.08042361103576
2748,Tom Flick Communications,Business Service,47.6871099,-122.06167
2749,Cafe Javasti - Wedgwood,Coffee Shop,47.691391084571244,-122.29081701495332
2750,Wedgwood Alehouse,Pub,47.69065180709169,-122.2909886529071
2751,Fiddler's Inn,Pub,47.696414311193564,-122.29087996523526
2752,U.S. Bank ATM,ATM,47.691941,-122.29041200000002
2753,Rite Aid,Pharmacy,47.690673,-122.290211
2754,Wells Fargo,Bank,47.690760521509304,-122.29113847017288
2755,QFC,Supermarket,47.6899059,-122.2903932
2756,Wong's Kitchen,Chinese Restaurant,47.69699326208248,-122.2902213954605
2757,our lady of the lake gym,Gym,47.693518,-122.289323
2758,ajaxx63,Clothing Store,47.69363115589249,-122.29057788848876
2759,La Pasta,Italian Restaurant,47.69518763141133,-122.29043641899008
2760,Morningside Market,Grocery Store,47.69519207681214,-122.29051232739823
2761,Wedgwood Rock,Park,47.68667379708589,-122.29216594140598
2762,Hunter Farms Pumpkin Patch,Park,47.68588079067371,-122.29046193600782
2763,Penguin Park,Park,47.696905,-122.288097
2764,Metro Bus Stop #25000,Bus Line,47.69700986004066,-122.29100616925659
2765,Matthews Beach Park,Park,47.69655245150628,-122.27325575137968
2766,Sand Point Country Club,Golf Course,47.689068,-122.2693
2767,SPCC Work-Out Room,Gym,47.68924851412205,-122.26931553018629
2768,Sandpoint Burke Gilman Trail Y,Trail,47.69060624282014,-122.26815623421342
2769,NOAA Cafetaria,Cafeteria,47.687074555093396,-122.25558235752966
2770,Juanita Bay Park,Park,47.695417800959284,-122.21078333558283
2771,The Market Street Grill,American Restaurant,47.6892684119161,-122.20965722718184
2772,healthy bonez,Juice Bar,47.689581,-122.2097
2773,Crestwoods Park,Baseball Field,47.69102000266374,-122.19715953296523
2774,Crestwood Field,Park,47.69080088332651,-122.19719162345008
2775,Forbes Creek Stairs,Trail,47.69434356689453,-122.19747924804688
2776,Forbes Creek Park,Park,47.69695718559214,-122.202587985553
2777,Highlands Park,Park,47.690599,-122.188849
2778,Haven Skin Care,Spa,47.692062,-122.183297
2779,Pool Hot Tub at Resort at Forbes Creek,Hotel Pool,47.69646917619763,-122.19275496518418
2780,North Rose Hill Woodlands Park Play Area,Playground,47.68878852766012,-122.17082514291623
2781,North Rose Hill Park Boardwalk,Park,47.68696469743723,-122.17312323627762
2782,Field Level Media,Athletics & Sports,47.68665469810477,-122.18240976333617
2783,Forbes Lake,Lake,47.68573021131587,-122.17972755432129
2784,The Hermit's Grove,Garden,47.68827438354492,-122.16438293457031
2785,Mark Twain Park,Park,47.695322392582156,-122.16897046856118
2786,Interlake Gun Range,Gun Range,47.68736267089844,-122.1590347290039
2787,Rainbow Run Putting Course,Golf Course,47.690058535557185,-122.14938773093347
2788,Willows Run Golf Course,Golf Course,47.693212305878994,-122.14985847473145
2789,Fire Creek Grill,New American Restaurant,47.69324908887866,-122.15014107796132
2790,Sammamish River,River,47.690639,-122.135604
2791,PSE Powerline Trail,Trail,47.69492645624932,-122.12607378325247
2792,Bus Stop,Bus Stop,47.69009728333333,-122.12956135
2793,Metro Stop 74037,Bus Stop,47.692842166272186,-122.12341374956664
2794,Meadow Neighborhood Park,Park,47.69532096488396,-122.12634086608887
2795,Avignon Pool,Pool,47.68658409135864,-122.12943702609286
2796,Redmond Jr High Tennis Courts,Tennis Court,47.69165526692441,-122.11954193389288
2797,Brian Lundell Piano Instruction,Music Store,47.687414000000004,-122.121344
2798,Redmond Odeon,Movie Theater,47.686502155496754,-122.12282298788482
2799,Hartman Park,Park,47.692049057707614,-122.10995515119689
2800,Hartman Soccer Field,Soccer Field,47.690699854852525,-122.1100270945506
2801,Tennis Courts @ Redmond High,Tennis Court,47.693213608828216,-122.10822114406915
2802,Redmond Performing Arts Center,Performing Arts Venue,47.69459029403702,-122.10662068400259
2803,Northwest Center-Redmond Pool,Pool,47.69253869177638,-122.10605798305502
2804,Redmond High School Cafeteria,Cafeteria,47.6953090167387,-122.10727316075707
2805,Lower Bear Creek,Lake,47.69063908043734,-122.09289975083482
2806,Little Bit - Redmond,Athletics & Sports,47.693690753280315,-122.08912109736757
2807,Archway Equestrian Sports,Farm,47.693827841224035,-122.0893200704872
2808,Chez Neward,Speakeasy,47.69060255649081,-122.08510189859584
2809,Dick Turner's Magic Landscape,Construction & Landscaping,47.689802,-122.084776
2810,Farrel-McWhirter Park,Park,47.69361266331997,-122.08018667570713
2811,Overlake School Field #1,Soccer Field,47.695276,-122.073638
2812,JD Tree Service,Tree,47.691371999999994,-122.05771899999999
2813,Redmond Watershed,Trail,47.69612249240553,-122.05120425095065
2814,Goodwill Donation Trailer,Thrift / Vintage Store,47.69334333021223,-122.04546416656466
2815,Jazzercise,Gym / Fitness Center,47.690506,-122.044459
2816,Redmond Ridge Community Center,Playground,47.690381244640754,-122.0443912395544
2817,gasline trails @ union hill,Trail,47.68944709179913,-122.04396528982183
2823,Bellevue Boys & Girls Club,Student Center,47.61246093373673,-122.20790580541731
2848,Joseph Jewelry,Jewelry Store,47.609615999999995,-122.204844
2849,Patina Collections,Arts & Crafts Store,47.61017063136936,-122.20336421724684
2850,Title Nine,Women's Store,47.61002204178651,-122.20353484153748
2853,Elite Fitness,Gym,47.60933610349829,-122.20401154639465
2854,Alleviation Massage,Massage Studio,47.60938262939453,-122.20344543457031
2873,Aaron Brothers Art and Framing,Arts & Crafts Store,47.61002614346464,-122.19944
2889,Zara Man,Clothing Store,47.614317,-122.203904
2904,Potbelly Sandwich Shop,Sandwich Place,47.614014,-122.1978436
2905,Capital One Café,Café,47.614643,-122.20081599999999
2907,Chipotle Mexican Grill,Mexican Restaurant,47.61354952147016,-122.19978445305844
2908,Starbucks,Coffee Shop,47.61408968971515,-122.19925780113527
2909,Cast Iron Studios,Restaurant,47.61401546293489,-122.19818879551813
2910,Zumiez,Clothing Store,47.61443,-122.19925
2914,Pho Cyclo Cafe,Vietnamese Restaurant,47.61453559636656,-122.19618612204906
2918,New York Cafe Deli Market,Café,47.613741107936356,-122.1970469217852
2942,Kate Spade New York,Women's Store,47.615967623504055,-122.20405268618534
2943,Eddie Bauer,Clothing Store,47.61554289521285,-122.20457069970183
2945,Great State Burger,Burger Joint,47.615576470982674,-122.2035277749556
2947,The North Face,Sporting Goods Shop,47.61621903687952,-122.20498021671243
2948,Nordstrom Grill,Café,47.6169922,-122.2040084
2949,Pottery Barn,Furniture / Home Store,47.61626033718345,-122.20398853797894
2950,Tommy Bahama,Clothing Store,47.61642548244842,-122.20422646144152
2951,Anthropologie,Women's Store,47.61578848940715,-122.20482833602843
2952,Madewell,Women's Store,47.6160146,-122.2036964
2953,Michael Kors,Boutique,47.6162597,-122.2041389
2954,Cinnabon,Bakery,47.61575771627343,-122.20484490188463
2955,Auntie Anne's,Snack Place,47.61574445027137,-122.20485867222378
2956,Jamba Juice,Juice Bar,47.616064,-122.204561
2957,KuKuRuZa,Snack Place,47.616145583830516,-122.20481086668379
2958,Free People,Boutique,47.615652357920276,-122.2047992832148
2959,Woods Coffee,Coffee Shop,47.6162064404128,-122.20496586695558
2960,PacSun,Clothing Store,47.616422943596795,-122.2049719324544
2961,Williams-Sonoma,Kitchen Supply Store,47.61595422035123,-122.20394823294447
2962,AT&T,Mobile Phone Shop,47.61601823226501,-122.20387859391786
2963,Brookstone,Electronics Store,47.61617380323748,-122.20473563629744
2964,T-Mobile,Mobile Phone Shop,47.6167511,-122.2046714
2965,Lids,Accessories Store,47.61613833299995,-122.20452272635637
2966,Mariners Team Store,Clothing Store,47.61581585129824,-122.20478534203554
2967,Verizon,Mobile Phone Shop,47.6157309,-122.2050716
2968,Lovesac,Furniture / Home Store,47.616324,-122.2046866
2969,Pop-In @ Nordstrom,Clothing Store,47.616377,-122.205048
2970,Leica Store,Camera Store,47.61629102554827,-122.20433466263731
2971,White House Black Market,Women's Store,47.61648381447301,-122.20395752328061
2987,Taylor Shellfish Bellevue,Seafood Restaurant,47.61478097895679,-122.201468036701
